example_id,metadata,relation_type,entity_1,entity_2,content,tagged_sentence
60205cf2-fa87-4195-9415-a6fb144a9b72,{'ID': '96_Finnish_SafetyOfUse'},necessity,Entrances,"protected from snow and ice falling from the roof of the building using snow barriers, taking into account the pitch of the roof","Entrances and passageways to playgrounds and recreation areas used in the wintertime, as well as street areas surrounding the building and other public areas, must be protected from snow and ice falling from the roof of the building using snow barriers, taking into account the pitch of the roof.","<e1>Entrances</e1> and passageways to playgrounds and recreation areas used in the wintertime, as well as street areas surrounding the building and other public areas, must be <e2>protected from snow and ice falling from the roof of the building using snow barriers, taking into account the pitch of the roof</e2>."
60205cf2-fa87-4195-9415-a6fb144a9b72,{'ID': '96_Finnish_SafetyOfUse'},necessity,street areas,"protected from snow and ice falling from the roof of the building using snow barriers, taking into account the pitch of the roof","Entrances and passageways to playgrounds and recreation areas used in the wintertime, as well as street areas surrounding the building and other public areas, must be protected from snow and ice falling from the roof of the building using snow barriers, taking into account the pitch of the roof.","Entrances and passageways to playgrounds and recreation areas used in the wintertime, as well as <e1>street areas</e1> surrounding the building and other public areas, must be <e2>protected from snow and ice falling from the roof of the building using snow barriers, taking into account the pitch of the roof</e2>."
60205cf2-fa87-4195-9415-a6fb144a9b72,{'ID': '96_Finnish_SafetyOfUse'},necessity,passageways,"protected from snow and ice falling from the roof of the building using snow barriers, taking into account the pitch of the roof","Entrances and passageways to playgrounds and recreation areas used in the wintertime, as well as street areas surrounding the building and other public areas, must be protected from snow and ice falling from the roof of the building using snow barriers, taking into account the pitch of the roof.","Entrances and <e1>passageways</e1> to playgrounds and recreation areas used in the wintertime, as well as street areas surrounding the building and other public areas, must be <e2>protected from snow and ice falling from the roof of the building using snow barriers, taking into account the pitch of the roof</e2>."
6075de3c-d339-4ba4-9945-990480975615,{'ID': '94_UK_DocF_V1_Ventilation'},greater-equal,three,ventilators,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than three ventilators of the same equivalent area as for other habitable rooms should be provided within the open-plan space.","Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than <e1>three</e1> <e2>ventilators</e2> of the same equivalent area as for other habitable rooms should be provided within the open-plan space."
6075de3c-d339-4ba4-9945-990480975615,{'ID': '94_UK_DocF_V1_Ventilation'},necessity,ventilators,open-plan space,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than three ventilators of the same equivalent area as for other habitable rooms should be provided within the open-plan space.","Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than three <e1>ventilators</e1> of the same equivalent area as for other habitable rooms should be provided within the <e2>open-plan space</e2>."
61016afd-5449-4b1a-8fe5-86705f07d817,{'ID': '55_Finnish_Health-WaterAndSewerage'},necessity,Products,suitable for conveying household water,Products to be used in the water system shall be suitable for conveying household water.,<e1>Products</e1> to be used in the water system shall be <e2>suitable for conveying household water</e2>.
61630012-3ff7-44cb-af91-7845be0b6f79,{'ID': '126_UK_DocF_V2_Ventilation'},necessity,CO2 measurements,"used as a broad guide to ventilation within a space, rather than treated as safe thresholds","How the measurements can help you take action CO2 measurements should be used as a broad guide to ventilation within a space, rather than treated as safe thresholds.","How the measurements can help you take action <e1>CO2 measurements</e1> should be <e2>used as a broad guide to ventilation within a space, rather than treated as safe thresholds</e2>."
6187cad8-0d6d-4154-b98b-7285b36fea8d,{'ID': '65_UK_DocF_V1_Ventilation'},necessity,fans,set up to operate without occupant intervention,Continuously running fans should be set up to operate without occupant intervention but may have manual or automatic controls for selecting the high rate of operation.,Continuously running <e1>fans</e1> should be <e2>set up to operate without occupant intervention</e2> but may have manual or automatic controls for selecting the high rate of operation.
6187cad8-0d6d-4154-b98b-7285b36fea8d,{'ID': '65_UK_DocF_V1_Ventilation'},necessity,fans,controls,Continuously running fans should be set up to operate without occupant intervention but may have manual or automatic controls for selecting the high rate of operation.,Continuously running <e1>fans</e1> should be set up to operate without occupant intervention but may have manual or automatic <e2>controls</e2> for selecting the high rate of operation.
61bc1c7a-62f8-43c1-9c71-6e3073695cbe,{'ID': '143_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,insulation,"installed tight to the structure, without air gaps","Roofs: insulation should be installed tight to the structure, without air gaps, and should extend to the wall insulation.","Roofs: <e1>insulation</e1> should be <e2>installed tight to the structure, without air gaps</e2>, and should extend to the wall insulation."
61bc1c7a-62f8-43c1-9c71-6e3073695cbe,{'ID': '143_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,insulation,extend to the wall insulation,"Roofs: insulation should be installed tight to the structure, without air gaps, and should extend to the wall insulation.","Roofs: <e1>insulation</e1> should be installed tight to the structure, without air gaps, and should <e2>extend to the wall insulation</e2>."
636bce88-fd3b-4e5a-9f6a-4aa0d3d1bfa4,{'ID': '6_UK_DocR_V1_InfrastructureForElectircalCommunications'},necessity,common access point,gigabit-capable public electronic communications network,"Where a new building contains more than one dwelling, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.","Where a new building contains more than one dwelling, a <e1>common access point</e1> for a <e2>gigabit-capable public electronic communications network</e2> is required as a part of the buildings gigabit-ready physical infrastructure."
636bce88-fd3b-4e5a-9f6a-4aa0d3d1bfa4,{'ID': '6_UK_DocR_V1_InfrastructureForElectircalCommunications'},greater,one,dwelling,"Where a new building contains more than one dwelling, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.","Where a new building contains more than <e1>one</e1> <e2>dwelling</e2>, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure."
63af9f99-6939-4e8c-a6a9-8b10942e1597,{'ID': '57_UK_DocM_V1_AccessAndUseOfBuildings'},greater-equal,one,window,"The handle to at least one window in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.","The handle to at least <e1>one</e1> <e2>window</e2> in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range."
63af9f99-6939-4e8c-a6a9-8b10942e1597,{'ID': '57_UK_DocM_V1_AccessAndUseOfBuildings'},necessity,handle,"located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range","The handle to at least one window in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.","The <e1>handle</e1> to at least one window in the principal living area is <e2>located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range</e2>."
6414854d-01f9-481f-a7f4-c4581e48d8b1,{'ID': '112_UK_DocK_ProtectionFromFalling'},less-equal,ladder,6m,Special safety features are not necessary if the ladder is not more than 6m long.,Special safety features are not necessary if the <e1>ladder</e1> is not more than <e2>6m</e2> long.
642e2c46-45a8-440f-af0b-1b53f41d8d8f,{'ID': '156_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,Taps,operable by people with limited strength or manual dexterity,Taps and WC cubicle doors should be operable by people with limited strength or manual dexterity and doors to cubicles should be capable of being opened if a person has collapsed against them while inside the cubicle.,<e1>Taps</e1> and WC cubicle doors should be <e2>operable by people with limited strength or manual dexterity</e2> and doors to cubicles should be capable of being opened if a person has collapsed against them while inside the cubicle.
642e2c46-45a8-440f-af0b-1b53f41d8d8f,{'ID': '156_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,doors,operable by people with limited strength or manual dexterity,Taps and WC cubicle doors should be operable by people with limited strength or manual dexterity and doors to cubicles should be capable of being opened if a person has collapsed against them while inside the cubicle.,Taps and WC cubicle <e1>doors</e1> should be <e2>operable by people with limited strength or manual dexterity</e2> and doors to cubicles should be capable of being opened if a person has collapsed against them while inside the cubicle.
